InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
553860,84912A,PINK ROSE WASHBAG,1,2011-05-19 13:57:00,3.75,17841.0,United Kingdom
578068,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-11-22 15:45:00,2.95,14505.0,United Kingdom
574298,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-11-03 15:56:00,0.83,,United Kingdom
540968,22837,HOT WATER BOTTLE BABUSHKA ,3,2011-01-12 13:40:00,4.65,17338.0,United Kingdom
567176,84706F,RED PEONY TABLE CLOCK,3,2011-09-18 13:40:00,2.95,15533.0,United Kingdom
545474,22988,SOLDIERS EGG CUP ,12,2011-03-03 10:55:00,1.25,16709.0,United Kingdom
554694,20727,LUNCH BAG  BLACK SKULL.,1,2011-05-25 17:06:00,4.13,,United Kingdom
551718,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-05-03 16:06:00,19.96,,United Kingdom
572692,21071,check,-82,2011-10-25 14:16:00,0.0,,United Kingdom
546913,84596E,SMALL LICORICE DES PINK BOWL,2,2011-03-17 20:18:00,0.42,15861.0,United Kingdom
574240,22947,WOODEN ADVENT CALENDAR RED,1,2011-11-03 12:45:00,7.95,15998.0,United Kingdom
549099,22295,HEART FILIGREE DOVE LARGE,2,2011-04-06 11:07:00,1.65,16241.0,United Kingdom
575867,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-11-11 12:44:00,0.29,15034.0,United Kingdom
573553,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-10-31 13:48:00,5.79,,United Kingdom
570455,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-10-10 15:27:00,2.95,14529.0,United Kingdom
559923,22027,TEA PARTY BIRTHDAY CARD,2,2011-07-13 16:07:00,0.83,,United Kingdom
574896,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-11-07 14:51:00,0.42,17014.0,United Kingdom
577256,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-11-18 12:25:00,4.95,15530.0,United Kingdom
536688,22633,HAND WARMER UNION JACK,6,2010-12-02 12:24:00,1.85,17850.0,United Kingdom
578631,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-24 16:20:00,4.25,14805.0,United Kingdom
540187,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,240,2011-01-05 13:53:00,0.29,15358.0,United Kingdom
567665,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-21 15:22:00,10.79,,United Kingdom
569859,23504,PLAYING CARDS JUBILEE UNION JACK,3,2011-10-06 14:36:00,1.25,16814.0,United Kingdom
566971,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-09-16 09:03:00,1.65,12963.0,United Kingdom
580177,23552,BICYCLE PUNCTURE REPAIR KIT ,12,2011-12-02 11:50:00,2.08,14292.0,United Kingdom
579098,85175,CACTI T-LIGHT CANDLES,16,2011-11-28 11:18:00,0.42,14606.0,United Kingdom
558310,22121,NOEL WOODEN BLOCK LETTERS ,48,2011-06-28 11:20:00,5.45,16671.0,United Kingdom
557231,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-06-17 14:09:00,7.46,,United Kingdom
568574,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-09-28 09:15:00,3.75,13862.0,United Kingdom
572867,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,5,2011-10-26 13:19:00,1.25,14598.0,United Kingdom
536861,21329,DINOSAURS  WRITING SET ,12,2010-12-03 10:44:00,1.65,12427.0,Germany
573553,22219,LOVEBIRD HANGING DECORATION WHITE ,6,2011-10-31 13:48:00,1.63,,United Kingdom
574240,48129,DOORMAT TOPIARY,1,2011-11-03 12:45:00,8.25,15998.0,United Kingdom
537643,22518,CHILDS GARDEN BRUSH BLUE,2,2010-12-07 15:34:00,4.21,,United Kingdom
542872,22151,PLACE SETTING WHITE HEART,72,2011-02-01 12:42:00,0.42,15939.0,United Kingdom
573891,21915,RED  HARMONICA IN BOX ,12,2011-11-01 13:56:00,1.25,12682.0,France
579555,23582,VINTAGE DOILY JUMBO BAG RED ,2,2011-11-30 11:08:00,2.08,16241.0,United Kingdom
574904,85017B,,11,2011-11-07 15:28:00,0.0,,United Kingdom
547960,22719,GUMBALL MONOCHROME COAT RACK,1,2011-03-28 15:27:00,1.25,15644.0,United Kingdom
554946,22962,JAM JAR WITH PINK LID,48,2011-05-27 14:22:00,0.72,18242.0,United Kingdom
543746,22625,RED KITCHEN SCALES,2,2011-02-11 13:50:00,8.5,17675.0,United Kingdom
538517,21889,WOODEN BOX OF DOMINOES,4,2010-12-12 16:05:00,1.25,17618.0,United Kingdom
571837,22632,HAND WARMER RED RETROSPOT,2,2011-10-19 12:11:00,2.1,16470.0,United Kingdom
581003,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-12-07 08:38:00,0.55,14911.0,EIRE
552296,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-08 14:09:00,0.55,15518.0,United Kingdom
576840,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-11-16 15:23:00,2.92,,United Kingdom
560104,22997,TRAVEL CARD WALLET UNION JACK,2,2011-07-14 18:56:00,0.42,17921.0,United Kingdom
558892,23231,WRAP DOILEY DESIGN,25,2011-07-04 15:46:00,0.42,17581.0,United Kingdom
577258,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-11-18 12:27:00,2.95,16764.0,United Kingdom
573867,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-11-01 12:12:00,0.65,12674.0,France
568505,85099B,JUMBO BAG RED RETROSPOT,110,2011-09-27 12:17:00,1.79,15311.0,United Kingdom
545044,47599A,PINK PARTY BAGS,24,2011-02-27 11:31:00,2.1,15738.0,United Kingdom
555573,23077,DOUGHNUT LIP GLOSS ,20,2011-06-05 15:46:00,1.25,15349.0,United Kingdom
566446,23072,MARIE ANTOINETTE TRINKET BOX SILVER,1,2011-09-12 15:40:00,24.96,,United Kingdom
538518,22362,GLASS JAR PEACOCK BATH SALTS,1,2010-12-12 16:14:00,2.95,14505.0,United Kingdom
569060,22847,BREAD BIN DINER STYLE IVORY,2,2011-09-30 10:52:00,16.95,13954.0,United Kingdom
546733,22933,BAKING MOULD EASTER EGG MILK CHOC,144,2011-03-16 11:47:00,2.1,16029.0,United Kingdom
552574,71459,HANGING JAM JAR T-LIGHT HOLDER,96,2011-05-10 12:20:00,0.72,15311.0,United Kingdom
536420,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-12-01 12:03:00,2.55,16583.0,United Kingdom
579419,23560,SET OF 6 RIBBONS COUNTRY STYLE,6,2011-11-29 13:01:00,2.89,12471.0,Germany
572095,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-10-20 15:15:00,2.1,15511.0,United Kingdom
575924,23531,WALL ART BIG LOVE ,3,2011-11-11 17:13:00,6.95,17069.0,United Kingdom
570209,23541,WALL ART CLASSIC PUDDINGS ,1,2011-10-09 10:29:00,8.25,16326.0,United Kingdom
575890,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-11-11 14:09:00,7.95,15602.0,United Kingdom
550899,47566,PARTY BUNTING,4,2011-04-21 12:07:00,4.95,13505.0,Switzerland
551809,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,36,2011-05-04 11:32:00,2.55,17511.0,United Kingdom
544656,22978,PANTRY ROLLING PIN,6,2011-02-22 13:02:00,3.75,17442.0,United Kingdom
562849,23546,WRAP PAISLEY PARK ,25,2011-08-10 09:52:00,0.42,16700.0,United Kingdom
541593,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-01-19 15:20:00,1.25,17611.0,United Kingdom
563217,20717,STRAWBERRY SHOPPER BAG,10,2011-08-14 13:21:00,1.25,13515.0,United Kingdom
561631,22189,CREAM HEART CARD HOLDER,4,2011-07-28 14:27:00,3.95,14911.0,EIRE
578844,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-11-25 16:14:00,4.13,,United Kingdom
550319,23201,JUMBO BAG ALPHABET,2,2011-04-17 12:37:00,2.08,14524.0,United Kingdom
543518,85032A,ROMANTIC IMAGES GIFT WRAP SET,48,2011-02-09 11:21:00,2.1,12753.0,Japan
579536,22440,BALLOON WATER BOMB PACK OF 35,20,2011-11-30 09:53:00,0.42,12957.0,United Kingdom
547066,47580,TEA TIME DES TEA COSY,6,2011-03-20 13:41:00,2.55,12921.0,United Kingdom
560115,22896,PEG BAG APPLES DESIGN,1,2011-07-15 10:05:00,2.55,17841.0,United Kingdom
550955,21718,RED METAL BEACH SPADE ,12,2011-04-21 16:26:00,1.25,14189.0,United Kingdom
545636,22286,"DECORATION , WOBBLY RABBIT , METAL ",12,2011-03-04 12:15:00,1.65,16449.0,United Kingdom
547650,82583,HOT BATHS METAL SIGN,1,2011-03-24 12:08:00,2.1,17059.0,United Kingdom
572552,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2011-10-24 17:07:00,8.29,14096.0,United Kingdom
560412,22970,LONDON BUS COFFEE MUG,3,2011-07-18 14:32:00,2.55,12748.0,United Kingdom
571284,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-10-16 14:07:00,0.85,14562.0,United Kingdom
577008,20992,JAZZ HEARTS PURSE NOTEBOOK,6,2011-11-17 12:02:00,0.39,16869.0,United Kingdom
552520,84568,GIRLS ALPHABET IRON ON PATCHES ,6,2011-05-09 16:34:00,0.42,,United Kingdom
557326,84991,60 TEATIME FAIRY CAKE CASES,24,2011-06-20 09:50:00,0.55,14194.0,United Kingdom
569467,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-10-04 11:44:00,2.1,14291.0,United Kingdom
550212,22386,JUMBO BAG PINK POLKADOT,1,2011-04-15 10:41:00,4.13,,United Kingdom
543251,22073,RED RETROSPOT STORAGE JAR,4,2011-02-04 14:51:00,3.75,14194.0,United Kingdom
562099,21931,JUMBO STORAGE BAG SUKI,10,2011-08-02 13:46:00,2.08,14688.0,United Kingdom
573362,23035,DRAWER KNOB CERAMIC IVORY,6,2011-10-30 13:06:00,1.45,12597.0,Spain
580610,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-12-05 11:48:00,4.13,,United Kingdom
550214,21424,WOODLAND STORAGE BOX LARGE ,1,2011-04-15 10:43:00,6.63,,United Kingdom
576617,21703,BAG 125g SWIRLY MARBLES,1,2011-11-15 16:57:00,0.83,,United Kingdom
538881,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,2010-12-14 15:54:00,2.51,,United Kingdom
561036,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2011-07-24 11:54:00,0.85,13137.0,United Kingdom
558636,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-06-30 19:58:00,2.95,14702.0,United Kingdom
540352,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-01-06 14:27:00,0.85,,United Kingdom
545464,47593B,SCOTTIE DOGS BABY BIB,1,2011-03-03 09:10:00,0.83,,United Kingdom
546388,22660,DOORMAT I LOVE LONDON,1,2011-03-11 13:42:00,12.46,,United Kingdom
575621,23321,SMALL WHITE HEART OF WICKER,3,2011-11-10 13:03:00,1.65,16892.0,United Kingdom
549981,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-04-13 15:49:00,1.65,16348.0,United Kingdom
579557,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-11-30 11:18:00,3.29,,United Kingdom
539451,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-17 16:59:00,1.28,,United Kingdom
556629,22386,JUMBO BAG PINK POLKADOT,20,2011-06-13 14:55:00,2.08,14841.0,United Kingdom
578045,23188,VINTAGE  2 METRE FOLDING RULER,1,2011-11-22 14:43:00,1.65,17297.0,United Kingdom
551564,21115,ROSE CARAVAN DOORSTOP,2,2011-05-03 10:56:00,6.75,16609.0,United Kingdom
547386,20723,STRAWBERRY CHARLOTTE BAG,2,2011-03-22 15:52:00,1.63,,United Kingdom
553845,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2011-05-19 12:38:00,2.75,17675.0,United Kingdom
574547,22470,HEART OF WICKER LARGE,1,2011-11-04 15:08:00,2.95,17841.0,United Kingdom
576837,23100,SILVER BELLS TABLE DECORATION,4,2011-11-16 15:16:00,2.46,,United Kingdom
562918,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-08-10 13:51:00,3.25,15615.0,United Kingdom
567424,23229,VINTAGE DONKEY TAIL GAME ,1,2011-09-20 11:16:00,3.75,16369.0,United Kingdom
570467,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-10-10 16:06:00,1.25,12607.0,USA
574619,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2,2011-11-06 11:18:00,1.25,15952.0,United Kingdom
573345,22946,WOODEN ADVENT CALENDAR CREAM,2,2011-10-30 12:14:00,16.95,17609.0,United Kingdom
C557663,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-06-21 17:59:00,0.55,,EIRE
577320,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2011-11-18 13:44:00,0.85,13880.0,United Kingdom
542928,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-02-02 10:22:00,4.95,17863.0,United Kingdom
558777,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-07-04 10:23:00,3.29,,United Kingdom
545681,22384,LUNCH BAG PINK POLKADOT,10,2011-03-06 11:28:00,1.65,16923.0,United Kingdom
560978,20749,ASSORTED COLOUR MINI CASES,2,2011-07-22 12:20:00,7.95,15815.0,United Kingdom
549667,82580,BATHROOM METAL SIGN,12,2011-04-11 12:20:00,0.55,14911.0,EIRE
542401,47594B,SCOTTIES DESIGN WASHBAG,1,2011-01-27 15:51:00,1.95,14541.0,United Kingdom
565470,20839,FRENCH PAISLEY CUSHION COVER ,12,2011-09-05 10:06:00,0.85,12576.0,Poland
C569989,23333,IVORY WICKER HEART MEDIUM,-12,2011-10-06 20:08:00,1.25,16839.0,United Kingdom
571909,35911A,MULTICOLOUR RABBIT EGG WARMER,2,2011-10-19 15:08:00,0.85,15006.0,United Kingdom
561882,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-07-31 12:52:00,2.25,13388.0,United Kingdom
546950,22899,CHILDREN'S APRON DOLLY GIRL ,2,2011-03-18 11:24:00,2.1,16511.0,United Kingdom
577106,22536,MAGIC DRAWING SLATE PURDEY,1,2011-11-17 17:18:00,0.42,14456.0,United Kingdom
567798,23118,PARISIENNE JEWELLERY DRAWER ,4,2011-09-22 12:00:00,7.5,13089.0,United Kingdom
581405,23551,PACK OF 12 PAISLEY PARK TISSUES ,4,2011-12-08 13:50:00,0.39,13521.0,United Kingdom
551997,22727,ALARM CLOCK BAKELIKE RED ,1,2011-05-05 15:47:00,7.46,,United Kingdom
569213,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,2011-10-02 12:11:00,3.75,13782.0,United Kingdom
546427,20996,JAZZ HEARTS ADDRESS BOOK,2,2011-03-13 14:29:00,0.42,14606.0,United Kingdom
544338,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-18 08:47:00,2.95,12852.0,United Kingdom
562101,85099F,JUMBO BAG STRAWBERRY,10,2011-08-02 14:04:00,2.08,13850.0,United Kingdom
571418,23321,SMALL WHITE HEART OF WICKER,1,2011-10-17 12:35:00,1.65,16412.0,United Kingdom
548993,84843,WHITE SOAP RACK WITH 2 BOTTLES,18,2011-04-05 13:56:00,4.65,12753.0,Japan
575138,21894,POTTING SHED SEED ENVELOPES,1,2011-11-08 15:24:00,2.46,,United Kingdom
C571707,23194,GYMKHANA TREASURE BOOK BOX,-4,2011-10-18 15:33:00,2.25,14056.0,United Kingdom
577076,21032,SPACE CADET WHITE,1,2011-11-17 15:08:00,1.25,14362.0,United Kingdom
543554,22595,GINGHAM HEART DECORATION,24,2011-02-10 10:17:00,0.85,14733.0,United Kingdom
570187,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-10-07 15:09:00,2.46,,United Kingdom
562161,22380,TOY TIDY SPACEBOY  ,2,2011-08-03 11:58:00,2.1,17841.0,United Kingdom
580612,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2011-12-05 11:58:00,4.96,,United Kingdom
536945,22846,BREAD BIN DINER STYLE RED ,1,2010-12-03 12:24:00,16.95,14083.0,United Kingdom
558572,20727,LUNCH BAG  BLACK SKULL.,10,2011-06-30 14:47:00,1.65,14282.0,United Kingdom
542386,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-01-27 14:35:00,4.95,17540.0,United Kingdom
577473,22962,JAM JAR WITH PINK LID,6,2011-11-20 11:28:00,0.85,15919.0,United Kingdom
557494,21989,PACK OF 20 SKULL PAPER NAPKINS,7,2011-06-20 15:19:00,1.63,,United Kingdom
569374,21935,SUKI  SHOULDER BAG,13,2011-10-03 16:14:00,1.63,,United Kingdom
581437,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-12-08 16:22:00,0.39,14621.0,United Kingdom
563016,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-08-11 12:44:00,1.65,15358.0,United Kingdom
579777,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2011-11-30 15:13:00,3.29,,United Kingdom
551277,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-27 13:06:00,0.55,13637.0,United Kingdom
561330,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-26 14:03:00,1.45,16019.0,United Kingdom
557602,85099F,JUMBO BAG STRAWBERRY,10,2011-06-21 11:57:00,2.08,14110.0,United Kingdom
579159,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-11-28 13:53:00,0.42,13196.0,United Kingdom
573361,20719,WOODLAND CHARLOTTE BAG,3,2011-10-30 12:53:00,0.85,14456.0,United Kingdom
548718,20754,RETROSPOT RED WASHING UP GLOVES,72,2011-04-04 08:50:00,1.69,14156.0,EIRE
578822,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-25 14:00:00,0.55,13437.0,United Kingdom
550651,21164,HOME SWEET HOME METAL SIGN ,1,2011-04-19 16:52:00,2.95,15436.0,United Kingdom
567176,22151,PLACE SETTING WHITE HEART,10,2011-09-18 13:40:00,0.42,15533.0,United Kingdom
552268,48185,DOORMAT FAIRY CAKE,2,2011-05-08 11:49:00,7.95,14709.0,United Kingdom
574678,23370,SET 36 COLOURING PENCILS DOILY,16,2011-11-06 12:36:00,1.25,13365.0,United Kingdom
580939,23355,HOT WATER BOTTLE KEEP CALM,8,2011-12-06 14:14:00,4.95,14907.0,United Kingdom
578844,22573,STAR WOODEN CHRISTMAS DECORATION,4,2011-11-25 16:14:00,1.63,,United Kingdom
C577737,23221,REINDEER HEART DECORATION SILVER,-24,2011-11-21 13:25:00,0.83,15681.0,United Kingdom
536412,85049E,SCANDINAVIAN REDS RIBBONS,3,2010-12-01 11:49:00,1.25,17920.0,United Kingdom
563439,23205,CHARLOTTE BAG VINTAGE ALPHABET ,13,2011-08-16 13:05:00,2.46,,United Kingdom
557295,20728,LUNCH BAG CARS BLUE,10,2011-06-19 13:37:00,1.65,12724.0,France
558881,21562,HAWAIIAN GRASS SKIRT ,12,2011-07-04 14:36:00,1.25,12705.0,Germany
542344,22197,SMALL POPCORN HOLDER,1,2011-01-27 11:30:00,1.63,,United Kingdom
556630,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-13 14:59:00,2.08,13999.0,United Kingdom
537055,15056BL,EDWARDIAN PARASOL BLACK,2,2010-12-05 11:45:00,5.95,16814.0,United Kingdom
557124,23165,LARGE CERAMIC TOP STORAGE JAR,2,2011-06-16 18:19:00,1.65,16359.0,United Kingdom
578923,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-11-27 12:01:00,7.95,14527.0,United Kingdom
580999,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2011-12-06 17:49:00,0.39,17883.0,United Kingdom
C572482,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,2011-10-24 13:48:00,1.45,17314.0,United Kingdom
536592,84976,RECTANGULAR SHAPED MIRROR,1,2010-12-01 17:06:00,3.36,,United Kingdom
555203,82551,LAUNDRY 15C METAL SIGN,2,2011-06-01 12:13:00,1.45,17191.0,United Kingdom
570688,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-10-11 16:29:00,5.79,,United Kingdom
539326,71053,WHITE METAL LANTERN,4,2010-12-17 09:22:00,3.75,14560.0,United Kingdom
560090,23306,SET OF 36 DOILIES PANTRY DESIGN,2,2011-07-14 16:46:00,2.92,,United Kingdom
564166,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-08-23 13:40:00,1.25,15089.0,United Kingdom
541421,37342,POLKADOT COFFEE CUP & SAUCER PINK,14,2011-01-17 17:44:00,2.46,,United Kingdom
556916,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-06-15 13:35:00,1.65,16898.0,United Kingdom
552963,22556,PLASTERS IN TIN CIRCUS PARADE ,6,2011-05-12 12:57:00,1.65,16743.0,United Kingdom
544456,22907,PACK OF 20 NAPKINS PANTRY DESIGN,8,2011-02-20 13:21:00,0.85,14803.0,United Kingdom
546306,22727,ALARM CLOCK BAKELIKE RED ,1,2011-03-10 16:16:00,7.46,,United Kingdom
564057,22113,GREY HEART HOT WATER BOTTLE,4,2011-08-22 14:20:00,3.75,15296.0,United Kingdom
575059,22852,DOG BOWL VINTAGE CREAM,1,2011-11-08 12:25:00,4.25,14071.0,United Kingdom
560018,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1,2011-07-14 12:52:00,0.42,15987.0,United Kingdom
552949,21900,"KEY FOB , SHED",2,2011-05-12 12:01:00,0.65,16033.0,United Kingdom
543826,21724,PANDA AND BUNNIES STICKER SHEET,1,2011-02-14 09:41:00,1.63,,United Kingdom
571745,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,2011-10-19 10:48:00,2.95,14911.0,EIRE
545717,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2011-03-07 10:15:00,8.29,,United Kingdom
542928,22549,PICTURE DOMINOES,24,2011-02-02 10:22:00,1.45,17863.0,United Kingdom
566491,23399,HOME SWEET HOME HANGING HEART,12,2011-09-13 10:25:00,0.85,14060.0,United Kingdom
564754,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2011-08-30 10:29:00,8.29,,United Kingdom
542536,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-01-28 13:37:00,12.46,,United Kingdom
544667,22813,PACK 3 BOXES BIRD PANNETONE ,96,2011-02-22 15:10:00,1.65,17511.0,United Kingdom
559817,22274,FELTCRAFT DOLL EMILY,1,2011-07-12 16:20:00,5.79,,United Kingdom
537823,22264,FELT FARM ANIMAL WHITE BUNNY ,1,2010-12-08 14:25:00,1.66,,United Kingdom
559055,21506,"FANCY FONT BIRTHDAY CARD, ",1,2011-07-05 17:09:00,0.83,,United Kingdom
553351,22514,CHILDS GARDEN SPADE BLUE,1,2011-05-16 13:35:00,2.1,18118.0,United Kingdom
563661,21930,JUMBO STORAGE BAG SKULLS,10,2011-08-18 11:23:00,2.08,13048.0,United Kingdom
543759,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-11 15:12:00,1.25,12921.0,United Kingdom
579980,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-01 11:16:00,4.95,13263.0,United Kingdom
556048,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,2011-06-08 13:00:00,12.75,15609.0,United Kingdom
545063,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011-02-27 14:26:00,4.25,14606.0,United Kingdom
581023,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2011-12-07 10:35:00,4.13,,United Kingdom
542600,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-01-30 11:11:00,8.5,16923.0,United Kingdom
578949,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-11-27 14:30:00,4.95,14954.0,United Kingdom
538255,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-12-10 12:33:00,1.95,14911.0,EIRE
556487,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-06-12 13:51:00,1.25,17289.0,United Kingdom
541423,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-01-17 17:54:00,2.08,,United Kingdom
572025,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,36,2011-10-20 11:30:00,0.38,17651.0,United Kingdom
551854,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-05-04 14:55:00,7.95,13576.0,United Kingdom
575176,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-11-08 18:29:00,10.79,,United Kingdom
560595,21704,BAG 250g SWIRLY MARBLES,72,2011-07-19 16:45:00,0.72,16656.0,United Kingdom
558375,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-06-28 16:02:00,3.75,13418.0,United Kingdom
566734,20978,36 PENCILS TUBE SKULLS,1,2011-09-14 14:09:00,1.25,16910.0,United Kingdom
545680,21793,CLASSIC FRENCH STYLE BASKET BROWN,16,2011-03-06 11:27:00,5.95,15400.0,United Kingdom
548918,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-04-05 10:13:00,1.25,16105.0,United Kingdom
566233,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-09-11 11:04:00,1.69,12635.0,Germany
552667,22918,HERB MARKER PARSLEY,2,2011-05-10 15:05:00,1.63,,United Kingdom
543040,21084,SET/6 COLLAGE PAPER CUPS,2,2011-02-02 17:06:00,0.65,17337.0,United Kingdom
541362,85178,VICTORIAN SEWING KIT,12,2011-01-17 14:49:00,1.25,17730.0,United Kingdom
570521,21494,ROTATING LEAVES T-LIGHT HOLDER,12,2011-10-11 10:43:00,1.25,12371.0,Switzerland
562955,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,34,2011-08-11 10:14:00,2.46,,United Kingdom
557494,22630,DOLLY GIRL LUNCH BOX,2,2011-06-20 15:19:00,2.46,,United Kingdom
548714,21272,SALLE DE BAIN HOOK,1,2011-04-03 15:07:00,1.25,17337.0,United Kingdom
540261,84946,ANTIQUE SILVER TEA GLASS ETCHED,48,2011-01-06 09:57:00,1.25,13089.0,United Kingdom
543345,35965,FOLKART HEART NAPKIN RINGS,1,2011-02-07 12:29:00,3.29,,United Kingdom
580304,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-12-02 14:25:00,4.95,18055.0,United Kingdom
548606,10002,INFLATABLE POLITICAL GLOBE ,120,2011-04-01 11:10:00,0.85,12731.0,France
537894,POST,POSTAGE,2,2010-12-09 10:16:00,18.0,12621.0,Germany
538368,22196,SMALL HEART MEASURING SPOONS,1,2010-12-12 10:57:00,0.85,15503.0,United Kingdom
568868,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-09-29 12:00:00,1.95,12957.0,United Kingdom
545602,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-03-04 11:49:00,1.95,17315.0,United Kingdom
572453,23528,SPACEBOY WALL ART,6,2011-10-24 12:37:00,3.75,12921.0,United Kingdom
576879,23213,STAR WREATH DECORATION WITH BELL,5,2011-11-16 16:52:00,1.25,18006.0,United Kingdom
565593,16045,POPART WOODEN PENCILS ASST,100,2011-09-05 14:07:00,0.04,17612.0,United Kingdom
575491,23316,RED REFECTORY CLOCK ,2,2011-11-09 17:47:00,9.95,15531.0,United Kingdom
578485,20725,LUNCH BAG RED RETROSPOT,10,2011-11-24 12:52:00,1.65,12921.0,United Kingdom
572617,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-10-25 11:52:00,3.95,18272.0,United Kingdom
